age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
35;unknown;married;tertiary;no;45;no;yes;unknown;20;jun;211;1;245;2;unknown;no
46;unemployed;married;tertiary;no;1714;yes;no;unknown;19;aug;8;-3;48;-3;unknown;no
47;admin.;married;tertiary;no;474;yes;no;cellular;16;may;293;7;85;0;unknown;yes
51;management;single;tertiary;no;-1815;yes;no;cellular;7;jun;491;8;131;0;unknown;no
49;admin.;married;secondary;no;2254;no;no;cellular;5;aug;77;1;-1;0;unknown;no
46;management;married;tertiary;no;1808;no;no;cellular;8;aug;172;2;-1;0;unknown;no
40;management;married;secondary;no;1138;yes;no;unknown;27;jun;114;3;33;0;success;yes
32;blue-collar;married;tertiary;no;1404;no;no;unknown;23;jul;235;1;-23;0;unknown;no
19;retired;married;secondary;no;1628;yes;no;telephone;6;may;27;0;-28;0;unknown;yes
26;blue-collar;single;secondary;yes;-8019;no;yes;cellular;7;jul;299;3;-1;0;unknown;no
33;services;single;secondary;no;133;no;no;cellular;14;jan;305;2;274;1;success;yes
30;entrepreneur;married;tertiary;no;-688;no;no;telephone;5;oct;345;-1;-57;0;unknown;no
46;technician;divorced;tertiary;no;515;no;no;unknown;20;oct;490;9;-168;-1;unknown;no
16;retired;single;secondary;no;5336;no;no;cellular;10;aug;223;0;-8;2;failure;no
50;technician;married;secondary;no;315;no;no;cellular;8;aug;363;10;-1;0;unknown;no
33;technician;single;secondary;no;5670;no;no;cellular;27;feb;505;6;13;1;unknown;no
35;technician;married;secondary;no;723;no;no;cellular;2;feb;324;1;-1;0;unknown;no
52;management;married;secondary;no;2603;yes;no;unknown;20;apr;427;3;-21;-3;unknown;yes
50;entrepreneur;single;tertiary;no;2170;yes;no;unknown;21;jul;133;5;-64;-1;unknown;yes
39;entrepreneur;married;unknown;no;900;no;no;telephone;25;jun;377;0;114;1;success;yes
45;admin.;married;secondary;no;205;no;no;cellular;4;aug;180;1;92;3;success;yes
57;technician;single;secondary;no;3509;yes;no;unknown;28;jun;631;-3;-107;0;failure;no
22;retired;divorced;tertiary;no;-2877;yes;yes;unknown;9;may;204;6;-65;1;unknown;no
18;management;married;tertiary;no;2281;no;no;cellular;21;mar;-281;0;-23;0;failure;no
49;housemaid;married;primary;no;0;no;no;telephone;16;jul;46;8;-1;0;unknown;no
43;technician;married;tertiary;no;-193;yes;no;unknown;15;aug;176;5;15;0;unknown;yes
45;blue-collar;single;tertiary;no;854;yes;no;cellular;32;feb;738;2;126;1;unknown;yes
26;entrepreneur;single;tertiary;no;2859;yes;yes;unknown;15;may;23;-1;99;0;unknown;no
49;technician;divorced;tertiary;no;4108;yes;yes;unknown;14;aug;347;0;-36;1;unknown;yes
31;entrepreneur;divorced;tertiary;no;-463;no;no;unknown;19;jan;149;4;-23;1;failure;no
45;blue-collar;married;primary;no;1265;yes;no;cellular;11;may;40;8;299;1;success;no
47;retired;married;tertiary;no;-59;yes;no;unknown;-6;oct;498;5;110;-1;unknown;yes
15;unknown;single;unknown;no;-1333;yes;no;unknown;33;jun;456;4;65;1;unknown;no
34;services;married;secondary;no;1611;no;yes;telephone;20;nov;197;7;-1;0;unknown;no
54;blue-collar;married;tertiary;no;4244;yes;no;cellular;25;may;686;1;-57;2;unknown;yes
40;blue-collar;married;tertiary;no;2977;yes;no;unknown;15;oct;478;5;131;1;failure;no
50;management;single;tertiary;no;1189;no;yes;cellular;27;jun;147;0;64;-2;success;yes
59;entrepreneur;divorced;unknown;no;0;no;no;unknown;17;jun;956;2;-1;0;unknown;no
31;services;single;secondary;no;442;yes;no;cellular;29;jan;355;3;258;3;failure;no
34;entrepreneur;married;unknown;no;2456;yes;no;unknown;8;nov;859;3;-16;1;unknown;yes
44;entrepreneur;divorced;secondary;no;-2564;yes;no;telephone;5;may;224;0;8;3;unknown;yes
44;blue-collar;divorced;tertiary;no;-218;yes;no;unknown;26;may;715;5;-11;0;unknown;no
35;blue-collar;married;primary;no;300;yes;no;unknown;4;jun;81;1;-1;0;unknown;no
31;services;married;secondary;no;14387;yes;no;cellular;20;nov;128;1;-1;0;unknown;no
45;blue-collar;married;unknown;no;586;no;no;cellular;14;aug;168;2;-1;0;unknown;no
34;entrepreneur;single;secondary;no;3066;yes;no;unknown;14;may;-2;6;73;1;failure;yes
37;blue-collar;married;primary;no;15;yes;yes;cellular;20;apr;136;3;-1;0;unknown;no
42;unemployed;married;tertiary;no;0;no;no;cellular;8;oct;113;1;-1;0;unknown;no
50;self-employed;single;unknown;no;1013;no;no;unknown;17;oct;860;2;-22;0;unknown;yes
52;management;divorced;tertiary;no;-2986;yes;yes;unknown;28;may;107;3;85;1;unknown;no
27;blue-collar;married;secondary;no;2648;yes;no;cellular;14;aug;480;7;58;0;unknown;yes
44;admin.;married;secondary;no;-1537;no;no;unknown;13;may;288;0;77;4;unknown;no
30;self-employed;married;tertiary;no;805;yes;no;unknown;1;sep;20;1;478;2;other;no
36;admin.;married;secondary;no;0;yes;no;unknown;27;may;578;2;-1;0;unknown;no
30;management;single;secondary;no;0;no;no;cellular;11;aug;101;5;-1;0;unknown;no
34;technician;married;secondary;no;3182;no;yes;unknown;17;jun;689;0;163;2;unknown;yes
37;technician;married;secondary;no;608;yes;no;unknown;9;aug;368;0;214;0;unknown;no
34;management;single;unknown;no;2575;no;no;cellular;15;may;579;7;176;0;unknown;yes
34;retired;single;tertiary;no;3774;no;no;cellular;8;may;888;0;119;-1;unknown;no
40;retired;married;tertiary;no;2895;no;no;unknown;39;may;799;0;-188;-6;unknown;no
31;management;married;tertiary;no;156;no;no;cellular;13;aug;657;7;-1;0;unknown;yes
53;blue-collar;married;tertiary;no;1634;yes;no;unknown;5;dec;105;2;302;0;failure;yes
37;unknown;single;secondary;no;-596;no;no;unknown;3;dec;490;-2;203;0;unknown;yes
49;unknown;married;primary;no;5735;yes;no;unknown;12;jul;599;-4;172;-2;success;no
56;entrepreneur;single;tertiary;no;-310;no;no;cellular;16;nov;303;7;87;-1;unknown;no
34;blue-collar;married;secondary;no;0;yes;yes;cellular;5;feb;293;6;-1;0;unknown;no
36;unemployed;married;secondary;no;356;no;no;cellular;8;jul;361;1;-1;0;unknown;no
43;technician;married;secondary;no;-937;yes;no;unknown;14;jul;-76;-1;94;0;unknown;yes
25;retired;married;tertiary;no;832;yes;no;unknown;6;mar;536;5;-91;1;unknown;no
37;management;married;tertiary;no;1863;yes;no;unknown;20;dec;149;2;-140;4;unknown;no
48;entrepreneur;divorced;tertiary;yes;-2705;no;no;cellular;22;aug;-1;2;163;0;unknown;no
40;admin.;single;tertiary;no;2673;yes;no;cellular;12;aug;267;0;-36;1;unknown;yes
49;technician;single;secondary;no;3972;no;no;cellular;19;nov;37;2;-1;0;unknown;no
38;technician;single;secondary;no;660;yes;no;unknown;-1;jun;455;0;-127;0;failure;no
30;admin.;single;secondary;no;457;no;no;cellular;27;apr;90;2;-1;0;unknown;no
50;blue-collar;married;tertiary;no;-391;yes;no;unknown;11;aug;243;7;-96;-2;unknown;yes
44;entrepreneur;single;secondary;no;7653;no;no;unknown;29;may;-92;5;-143;1;unknown;yes
46;blue-collar;married;tertiary;no;1497;yes;no;unknown;19;may;374;6;-1;0;unknown;no
66;technician;married;unknown;no;-850;no;no;cellular;16;aug;265;0;229;1;unknown;no
41;services;married;secondary;no;366;yes;yes;cellular;2;jul;237;2;-1;0;unknown;no
45;entrepreneur;married;tertiary;no;4340;yes;no;telephone;21;dec;137;6;-84;-2;unknown;no
35;management;married;secondary;no;-92;yes;no;unknown;8;may;447;1;-13;2;unknown;yes
37;management;single;secondary;no;235;no;no;unknown;11;jun;27;2;-1;0;unknown;no
29;admin.;single;tertiary;no;89;yes;no;cellular;22;jul;120;1;-1;0;unknown;no
51;entrepreneur;single;unknown;no;1266;yes;no;cellular;28;may;299;6;-62;4;unknown;yes
34;unemployed;single;unknown;no;517;no;no;cellular;6;sep;791;3;-1;0;unknown;no
49;management;single;tertiary;no;7443;no;no;telephone;19;jun;293;5;211;2;failure;yes
41;entrepreneur;single;tertiary;no;-820;yes;no;unknown;7;oct;411;6;25;1;unknown;yes
36;unknown;married;tertiary;no;2314;yes;no;telephone;22;dec;7;0;47;3;unknown;no
35;entrepreneur;married;tertiary;no;-943;yes;no;unknown;28;jun;428;8;95;0;unknown;yes
25;retired;single;secondary;no;366;no;yes;cellular;15;may;102;2;364;2;failure;no
32;management;married;secondary;no;3543;no;no;unknown;16;jul;-154;-1;76;-3;failure;yes
27;self-employed;married;tertiary;no;10005;yes;no;cellular;14;apr;163;3;271;2;failure;no
32;management;married;unknown;no;-1122;yes;no;unknown;22;oct;494;2;71;1;unknown;no
40;management;divorced;secondary;no;1979;no;no;cellular;21;dec;14;1;29;-3;unknown;no
57;technician;married;tertiary;no;-1;no;no;unknown;14;may;850;2;-1;0;unknown;yes
30;management;single;secondary;no;-383;yes;no;cellular;18;may;170;1;-1;0;unknown;no
23;admin.;single;secondary;no;40;no;no;telephone;10;nov;1239;1;-1;0;unknown;no
38;technician;married;tertiary;no;-2037;yes;no;unknown;22;nov;167;6;-54;-3;unknown;no
54;management;divorced;tertiary;no;496;no;no;cellular;2;jun;161;1;140;3;success;no
44;technician;single;tertiary;no;-2162;no;no;unknown;24;aug;56;1;172;4;unknown;yes
47;technician;married;secondary;no;1900;yes;no;unknown;29;nov;434;5;106;1;unknown;yes
63;entrepreneur;single;unknown;no;-729;yes;no;unknown;15;aug;453;1;55;0;unknown;no
42;technician;married;primary;no;3221;yes;no;unknown;7;jul;816;5;141;-3;unknown;no
49;services;divorced;secondary;no;725;no;no;unknown;11;jun;275;2;-1;0;unknown;no
32;management;single;primary;no;-6183;yes;no;unknown;27;jul;235;0;155;-1;unknown;yes
48;technician;married;tertiary;no;0;no;no;telephone;26;aug;176;15;-1;0;unknown;no
34;self-employed;divorced;tertiary;no;5754;yes;no;cellular;7;may;239;0;94;1;unknown;yes
35;management;single;tertiary;no;4;yes;no;unknown;30;may;449;1;-1;0;unknown;no
40;unknown;married;tertiary;no;2102;no;no;unknown;6;jun;547;4;-54;3;unknown;no
49;admin.;divorced;primary;no;-347;yes;no;unknown;26;may;200;2;-1;0;unknown;no
49;entrepreneur;divorced;secondary;no;38;no;no;cellular;20;may;35;2;-58;-1;unknown;yes
48;technician;divorced;primary;no;3393;no;no;cellular;19;jul;561;1;180;2;unknown;yes
42;entrepreneur;married;tertiary;no;378;no;yes;unknown;11;may;366;4;264;0;unknown;yes
60;technician;married;unknown;no;2831;yes;no;cellular;7;jul;32;0;-66;0;other;no
39;retired;married;secondary;no;3671;yes;yes;cellular;12;dec;368;0;9;3;failure;no
19;retired;divorced;tertiary;no;-1430;yes;no;unknown;20;nov;583;1;93;2;unknown;yes
52;entrepreneur;single;secondary;no;4983;yes;no;cellular;23;jun;-306;2;83;0;unknown;yes
61;retired;married;secondary;no;313;no;yes;unknown;3;jul;42;1;-1;0;unknown;no
39;management;married;unknown;no;-1482;no;no;unknown;-11;may;-193;3;145;0;unknown;yes
30;admin.;married;unknown;no;-2064;yes;no;unknown;23;aug;172;5;71;-4;unknown;yes
36;retired;single;primary;no;9447;yes;yes;cellular;14;nov;369;5;-6;1;unknown;yes
41;entrepreneur;married;secondary;no;8234;yes;no;unknown;16;may;339;7;0;1;unknown;yes
37;technician;married;secondary;no;-763;no;no;unknown;8;may;297;0;69;-1;unknown;no
26;services;single;secondary;no;1095;no;no;cellular;28;jan;410;2;-1;0;unknown;no
27;management;single;tertiary;no;1126;no;yes;unknown;13;may;-245;1;47;-2;failure;yes
60;blue-collar;single;tertiary;no;-631;no;no;cellular;3;jun;785;-1;139;1;unknown;no
31;services;single;secondary;no;125;no;no;cellular;2;feb;360;1;-1;0;unknown;no
39;management;married;unknown;no;-96;no;yes;unknown;16;may;466;4;189;0;unknown;no
34;unknown;married;unknown;no;2426;yes;no;cellular;13;may;-96;0;43;4;unknown;no
59;retired;married;tertiary;no;41242;no;no;cellular;21;nov;161;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;4986;yes;no;cellular;12;may;139;2;-1;0;unknown;no
30;technician;single;tertiary;no;4734;no;no;cellular;21;aug;568;4;-80;-1;unknown;yes
41;management;married;primary;no;2592;yes;no;unknown;19;may;500;3;-1;0;unknown;no
21;blue-collar;married;tertiary;no;3789;yes;no;unknown;3;may;683;2;202;-2;unknown;yes
39;technician;divorced;tertiary;no;1749;yes;no;unknown;2;nov;339;7;-31;0;unknown;no
40;admin.;married;secondary;no;526;yes;no;cellular;8;may;851;1;-1;0;unknown;no
50;technician;married;secondary;no;416;yes;no;unknown;5;jun;494;5;-1;0;unknown;yes
34;management;single;primary;no;1153;no;no;unknown;13;jul;598;3;195;0;unknown;no
33;management;married;tertiary;no;3;yes;no;cellular;18;jul;163;7;-1;0;unknown;no
53;management;single;secondary;no;-949;yes;no;unknown;12;feb;257;5;53;0;unknown;no
31;admin.;single;secondary;no;523;no;yes;cellular;2;feb;323;1;109;5;failure;no
32;entrepreneur;married;secondary;no;-292;no;no;unknown;9;may;299;7;-29;0;unknown;no
26;student;married;tertiary;no;3473;yes;no;cellular;16;apr;680;-2;-84;0;unknown;no
44;management;married;tertiary;no;1036;no;no;cellular;25;sep;491;1;-1;0;unknown;no
53;management;married;tertiary;no;3634;no;no;cellular;7;may;211;4;88;8;success;yes
59;unemployed;single;primary;no;7724;no;no;cellular;21;nov;373;3;-1;0;unknown;yes
23;retired;single;tertiary;no;4252;yes;no;unknown;4;aug;359;3;132;-1;success;no
32;management;married;secondary;no;3533;yes;yes;unknown;16;aug;348;3;70;2;unknown;yes
38;management;single;tertiary;no;2368;yes;no;cellular;18;may;241;3;-1;0;unknown;no
35;self-employed;single;tertiary;no;-1246;yes;no;cellular;2;jul;-71;7;-48;0;unknown;yes
29;blue-collar;married;secondary;no;297;yes;no;cellular;17;apr;240;2;-1;0;unknown;no
26;entrepreneur;married;secondary;no;1141;yes;no;unknown;12;aug;-107;0;87;0;unknown;no
39;technician;married;secondary;no;-1679;yes;no;unknown;32;jun;71;2;-141;2;unknown;yes
29;technician;married;tertiary;no;424;yes;no;cellular;14;aug;68;4;15;4;unknown;no
46;technician;married;tertiary;no;303;yes;no;telephone;16;nov;619;-2;64;-2;unknown;yes
53;blue-collar;married;secondary;no;-8;no;no;cellular;5;aug;794;1;-1;0;unknown;yes
32;entrepreneur;married;tertiary;no;-5461;no;no;unknown;24;may;590;2;168;-2;unknown;yes
36;management;single;tertiary;no;5625;yes;no;cellular;16;jun;415;4;63;0;failure;yes
36;services;single;secondary;no;174;yes;no;unknown;7;may;223;2;-1;0;unknown;no
47;admin.;single;tertiary;no;417;no;no;cellular;20;jun;462;3;69;0;unknown;no
46;entrepreneur;married;tertiary;no;5590;no;yes;telephone;8;may;158;2;151;-1;unknown;no
17;retired;married;tertiary;no;1735;yes;no;cellular;16;may;288;0;74;-1;unknown;no
38;self-employed;single;tertiary;no;3585;no;no;unknown;34;aug;-70;1;-96;-3;unknown;no
69;retired;married;primary;no;279;no;no;telephone;12;aug;26;1;-1;0;unknown;no
37;technician;married;tertiary;no;8730;yes;no;unknown;6;may;149;1;-1;0;unknown;no
48;management;single;tertiary;no;-1593;yes;yes;unknown;21;jul;684;7;98;0;unknown;no
29;admin.;single;tertiary;no;3716;no;no;unknown;25;oct;62;1;119;2;unknown;yes
47;blue-collar;single;unknown;no;6175;yes;no;unknown;22;aug;208;4;41;0;unknown;no
52;entrepreneur;single;secondary;no;-2005;yes;no;unknown;11;jul;-63;0;-79;0;failure;no
53;technician;single;tertiary;no;4387;yes;no;cellular;27;nov;334;3;82;0;unknown;yes
40;self-employed;married;secondary;no;31;yes;no;cellular;16;apr;174;2;147;6;failure;no
47;entrepreneur;single;tertiary;no;-1410;no;no;unknown;26;aug;88;2;241;0;failure;no
48;management;single;tertiary;no;4013;yes;no;unknown;5;jul;1;0;132;3;unknown;yes
56;entrepreneur;married;tertiary;no;-2091;no;no;unknown;24;aug;348;0;130;-1;unknown;yes
49;technician;married;secondary;no;-4197;no;no;unknown;11;may;454;-2;-67;-3;failure;yes
35;technician;married;tertiary;no;4048;no;no;telephone;21;aug;207;4;113;-1;unknown;no
31;management;single;tertiary;no;725;yes;no;cellular;27;apr;345;1;452;1;other;no
70;blue-collar;married;unknown;no;-752;no;no;unknown;12;jul;411;5;93;-2;unknown;no
43;blue-collar;married;tertiary;no;4201;no;no;cellular;18;aug;460;3;-108;-1;unknown;yes
37;entrepreneur;single;tertiary;no;-274;yes;yes;unknown;27;may;237;2;-1;0;unknown;no
42;self-employed;married;tertiary;no;952;no;no;unknown;15;jun;249;10;169;-5;unknown;yes
50;management;married;tertiary;no;1763;yes;no;unknown;22;oct;297;3;44;-2;unknown;yes
38;management;married;tertiary;no;3782;no;no;cellular;16;may;90;8;188;-2;unknown;yes
32;unknown;married;tertiary;no;4417;yes;no;telephone;23;aug;557;2;-65;1;unknown;no
45;management;married;tertiary;no;2783;yes;no;cellular;0;jun;368;0;-37;3;unknown;no
43;blue-collar;single;tertiary;no;2172;yes;no;cellular;36;jun;126;8;-64;1;unknown;yes
55;entrepreneur;married;unknown;no;573;no;no;cellular;8;aug;44;0;51;-1;failure;no
19;services;married;tertiary;no;-2207;yes;no;cellular;29;may;367;3;34;0;unknown;yes
34;entrepreneur;single;tertiary;no;714;yes;no;cellular;21;nov;122;3;193;4;failure;no
46;admin.;married;tertiary;no;2189;no;no;unknown;20;nov;266;2;43;0;success;no
27;retired;single;tertiary;no;4964;no;no;unknown;15;jul;294;5;52;0;unknown;yes
28;entrepreneur;single;tertiary;no;95;no;no;cellular;4;feb;255;2;-1;0;unknown;no
36;management;single;secondary;no;3003;no;no;unknown;9;may;-91;-1;-26;2;other;yes
45;housemaid;married;tertiary;no;0;no;no;unknown;9;jun;100;1;-1;0;unknown;no
33;management;married;tertiary;no;5878;no;no;cellular;23;oct;438;1;430;2;failure;yes
28;blue-collar;married;tertiary;no;-193;no;yes;unknown;9;jun;98;0;-22;1;unknown;yes
36;management;married;secondary;no;2834;yes;no;unknown;14;may;804;7;-105;0;unknown;no
55;unemployed;single;secondary;no;5801;yes;no;unknown;9;nov;336;5;18;-1;failure;yes
33;services;married;secondary;no;2591;yes;no;unknown;23;may;253;0;42;0;other;yes
38;management;divorced;tertiary;no;5452;yes;yes;telephone;21;jun;103;-4;118;0;unknown;no
32;technician;married;tertiary;no;223;yes;no;cellular;31;jun;399;1;129;-3;unknown;yes
50;blue-collar;married;unknown;no;3350;yes;no;unknown;16;oct;266;-3;47;1;unknown;no
49;management;married;primary;no;-3404;no;no;telephone;34;feb;763;3;129;1;unknown;yes
37;management;single;primary;no;-1647;no;no;unknown;29;mar;159;5;13;0;unknown;yes
46;entrepreneur;single;secondary;no;4204;yes;no;telephone;28;jul;272;1;-47;1;unknown;yes
39;technician;married;secondary;no;-1938;no;no;cellular;18;may;3;2;29;4;failure;no
44;management;married;secondary;no;-1217;yes;no;cellular;18;nov;-74;-1;-155;1;unknown;yes
45;blue-collar;married;primary;no;1192;no;no;cellular;7;aug;260;3;-1;0;unknown;no
61;management;married;tertiary;no;1062;no;no;cellular;18;may;509;0;29;3;unknown;no
30;technician;married;secondary;no;2076;yes;no;unknown;20;oct;387;0;10;-1;failure;yes
30;retired;married;tertiary;no;-2467;yes;no;telephone;11;nov;788;1;24;0;failure;yes
24;blue-collar;married;tertiary;no;1618;no;no;unknown;18;oct;77;2;0;-1;unknown;yes
38;management;married;tertiary;no;-334;yes;no;unknown;16;may;230;5;27;5;unknown;yes
30;entrepreneur;married;secondary;no;951;yes;no;cellular;11;jun;-82;7;208;-3;unknown;yes
67;unknown;married;tertiary;no;4251;yes;no;unknown;18;aug;-122;1;-98;6;unknown;no
30;retired;married;tertiary;no;2976;yes;no;cellular;0;jun;-130;0;289;1;unknown;yes
50;entrepreneur;single;unknown;no;3182;no;no;unknown;18;aug;10;1;52;2;unknown;no
19;technician;divorced;secondary;no;798;no;no;unknown;25;nov;134;4;158;2;unknown;yes
46;services;single;secondary;no;1442;yes;no;unknown;23;jun;-64;4;-79;5;failure;no
41;blue-collar;married;tertiary;no;-2100;yes;no;unknown;24;oct;332;2;121;0;unknown;no
17;unemployed;single;secondary;no;-3086;no;no;unknown;15;may;335;7;-64;-1;unknown;no
37;blue-collar;married;primary;no;157;yes;no;unknown;30;may;833;8;-1;0;unknown;no
37;unknown;married;secondary;no;88;no;no;unknown;14;may;372;0;98;3;unknown;no
54;management;single;tertiary;no;2374;no;no;unknown;19;aug;376;5;-43;-1;unknown;no
37;entrepreneur;married;primary;no;0;no;no;cellular;25;may;163;1;-1;0;unknown;no
44;admin.;single;secondary;no;2857;yes;no;unknown;13;nov;319;0;48;2;unknown;yes
28;admin.;single;tertiary;no;3636;yes;no;unknown;15;may;433;0;143;7;unknown;no
46;technician;single;secondary;no;-2061;yes;no;unknown;5;jun;27;-3;-50;4;unknown;yes
36;technician;married;secondary;no;-2500;yes;no;cellular;32;jul;767;5;-71;2;unknown;yes
29;blue-collar;married;secondary;no;-4719;yes;no;unknown;25;oct;247;4;-120;-4;unknown;yes
25;entrepreneur;married;secondary;no;-1850;yes;no;unknown;7;aug;213;1;-52;1;unknown;no
51;technician;divorced;secondary;no;-3557;no;no;unknown;13;aug;312;2;309;-5;unknown;no
44;entrepreneur;married;secondary;no;3439;yes;no;cellular;21;jun;181;2;59;1;unknown;yes
42;technician;single;tertiary;no;4218;yes;no;cellular;18;may;291;-2;217;0;failure;yes
46;technician;divorced;tertiary;no;5849;no;no;unknown;15;oct;442;1;-17;0;failure;no
39;self-employed;married;tertiary;no;2437;yes;no;unknown;17;jul;370;2;102;-1;unknown;yes
32;entrepreneur;married;secondary;no;-1581;yes;no;unknown;20;jun;153;0;1;0;unknown;no
39;entrepreneur;married;tertiary;no;5278;no;no;unknown;10;jul;132;7;123;0;unknown;no
47;management;single;tertiary;no;86;no;no;cellular;2;feb;1086;1;-1;0;unknown;yes
67;blue-collar;married;unknown;no;-677;no;no;unknown;13;may;218;3;89;0;unknown;no
45;management;single;unknown;no;4177;no;no;unknown;11;may;212;0;-22;0;failure;no
39;management;married;tertiary;no;-243;yes;no;unknown;11;nov;551;3;-51;1;unknown;no
36;technician;married;tertiary;no;4173;yes;no;cellular;15;may;800;1;30;0;unknown;no
26;technician;single;secondary;no;-213;no;yes;cellular;21;jul;418;5;-1;0;unknown;no
48;blue-collar;married;secondary;no;1;no;no;unknown;5;may;669;3;-1;0;unknown;no
47;retired;married;tertiary;no;-607;no;no;cellular;24;jun;638;0;62;1;unknown;yes
28;entrepreneur;married;tertiary;no;2395;no;no;unknown;24;oct;544;7;3;0;failure;yes
38;management;married;tertiary;no;1276;no;no;cellular;17;may;272;2;182;3;success;yes
43;admin.;single;secondary;no;140;yes;no;unknown;7;may;127;1;-1;0;unknown;no
30;management;married;tertiary;no;801;no;no;unknown;17;aug;84;3;180;-1;unknown;no
24;self-employed;married;secondary;no;-665;yes;no;unknown;15;may;-33;6;-11;6;unknown;no
40;unknown;single;tertiary;no;487;no;no;unknown;-1;oct;277;4;80;4;other;no
42;entrepreneur;single;unknown;no;5261;no;no;unknown;11;jun;335;-4;227;5;success;yes
39;entrepreneur;divorced;tertiary;no;7914;no;no;cellular;2;dec;70;1;-110;1;other;no
38;retired;single;tertiary;no;599;yes;no;cellular;14;jul;-353;3;30;-2;unknown;yes
25;student;single;secondary;no;1608;no;no;cellular;30;apr;664;2;-1;0;unknown;yes
26;unknown;single;secondary;no;1848;no;yes;unknown;6;apr;816;4;-49;0;unknown;yes
32;management;married;tertiary;no;0;no;no;cellular;19;nov;66;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;2153;yes;no;unknown;24;jul;121;0;41;-4;unknown;yes
12;technician;married;tertiary;no;237;yes;no;cellular;20;oct;152;-1;-175;-2;unknown;yes
55;management;single;tertiary;no;1069;no;no;telephone;20;may;381;4;-58;0;unknown;yes
32;management;single;tertiary;no;517;no;no;unknown;23;jul;121;5;-47;3;unknown;no
38;technician;divorced;unknown;no;-4963;no;no;unknown;26;dec;238;3;239;-3;unknown;yes
30;entrepreneur;married;tertiary;no;1829;no;no;unknown;10;dec;266;7;-18;-1;unknown;yes
54;blue-collar;divorced;primary;no;8180;no;no;unknown;19;may;312;1;-1;0;unknown;no
39;technician;single;secondary;no;0;no;no;cellular;20;aug;332;4;-1;0;unknown;no
56;management;divorced;tertiary;no;982;no;no;unknown;5;jun;152;1;-1;0;unknown;no
33;technician;single;tertiary;no;5257;yes;no;cellular;9;may;375;2;175;1;unknown;no
62;blue-collar;married;tertiary;no;6669;yes;no;unknown;29;may;415;3;11;3;unknown;no
29;management;married;tertiary;no;466;no;no;unknown;10;jun;-174;6;-87;0;unknown;yes
23;blue-collar;married;tertiary;no;2855;yes;no;cellular;21;jun;856;2;252;-2;failure;no
41;technician;married;secondary;no;-62;no;no;cellular;4;may;384;7;0;0;unknown;yes
58;management;divorced;tertiary;no;50;yes;no;unknown;3;jun;109;4;-1;0;unknown;no
26;blue-collar;single;secondary;yes;-36;yes;no;unknown;3;jun;482;2;-1;0;unknown;yes
45;entrepreneur;married;tertiary;no;-1380;no;no;unknown;13;may;-185;1;35;-3;unknown;yes
33;retired;married;secondary;no;431;yes;no;unknown;18;jul;291;7;49;0;unknown;yes
23;blue-collar;single;secondary;no;-1082;yes;no;cellular;22;feb;295;6;50;5;unknown;no
29;unemployed;single;primary;no;-2537;no;yes;unknown;17;jun;153;3;16;2;unknown;no
29;technician;married;secondary;no;9649;yes;no;cellular;11;jan;598;4;18;0;other;yes
48;services;married;tertiary;no;-41;no;yes;telephone;23;aug;218;0;190;0;unknown;no
42;unknown;married;secondary;no;428;yes;no;unknown;15;may;-137;1;-98;0;unknown;yes
26;management;divorced;unknown;no;3865;no;no;telephone;14;jun;271;-2;109;3;unknown;yes
31;entrepreneur;married;tertiary;no;-755;no;no;unknown;9;dec;465;5;91;9;unknown;yes
25;unknown;married;tertiary;no;3798;no;no;unknown;22;may;179;0;129;-1;unknown;no
27;entrepreneur;single;secondary;no;1926;no;no;unknown;17;may;81;5;22;5;failure;yes
52;technician;married;secondary;no;2425;yes;yes;unknown;15;may;199;1;49;2;unknown;yes
34;entrepreneur;divorced;unknown;no;4287;no;no;cellular;13;nov;217;2;104;-1;unknown;yes
36;technician;married;secondary;no;2394;no;no;cellular;14;aug;184;2;-1;0;unknown;no
25;technician;married;tertiary;no;2185;yes;no;unknown;8;aug;-225;6;-6;-1;unknown;yes
59;technician;married;secondary;no;316;no;no;cellular;14;aug;200;4;-1;0;unknown;no
60;blue-collar;married;secondary;no;1433;no;no;cellular;8;aug;124;4;-1;0;unknown;no
48;management;divorced;tertiary;no;3056;no;no;telephone;12;may;448;-1;19;4;unknown;yes
31;unknown;married;secondary;no;7383;yes;no;unknown;25;dec;643;5;-118;-2;success;yes
42;management;single;tertiary;yes;0;yes;no;cellular;21;nov;824;1;-1;0;unknown;yes
39;unknown;married;unknown;no;-2289;no;no;cellular;18;jul;73;7;26;2;unknown;no
62;entrepreneur;married;secondary;no;-779;no;yes;unknown;14;feb;632;-2;6;2;unknown;yes
35;technician;married;tertiary;no;4156;no;no;unknown;27;jun;-96;5;-36;0;unknown;yes
59;retired;married;primary;no;741;no;no;cellular;19;nov;194;2;152;2;failure;no
30;technician;married;primary;no;-403;yes;no;cellular;19;may;-111;-1;13;0;unknown;yes
48;blue-collar;single;secondary;no;1250;no;no;unknown;12;jun;417;1;191;-4;unknown;no
44;entrepreneur;single;secondary;no;2882;no;no;unknown;3;feb;319;6;21;0;failure;no
26;student;single;secondary;no;3096;yes;no;unknown;14;may;107;1;-1;0;unknown;no
57;management;married;primary;no;2538;no;yes;telephone;17;jul;485;2;-1;0;unknown;no
